X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-76.9298236507664,38.8838162412741,23056547,2023/04/12 13:30:36+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,5000 - 5099 BLOCK OF D STREET SE,406088.944963604,135110.253082813,7,7E,6,604,Cluster 33,009904 3,009904,Precinct 104,38.8838084536,-76.9298213905,,2023/04/12 11:10:00+00,2023/04/12 13:15:00+00,334561285,
-77.0106090766686,38.9103880672318,23056597,2023/04/12 15:27:34+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF BATES STREET NW,399080.06,138057.65,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9103802773,-77.0106067892,,2023/04/11 13:49:00+00,2023/04/11 14:34:00+00,334561286,
-77.000629195548,38.9530977439001,23057309,2023/04/13 18:22:13+00,DAY,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF HAMILTON STREET NE,399945.66,142798.74,5,5A,4,406,Cluster 19,009508 3,009508,Precinct 66,38.953089945,-77.0006269086,,2023/04/13 14:10:00+00,2023/04/13 14:15:00+00,334561287,
-77.027577132769,38.8948853359529,23057468,2023/04/13 22:20:08+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF PENNSYLVANIA AVENUE NW,397607.88,136337.03,2,2C,2,209,Cluster 8,005802 3,005802,Precinct 129,38.8948775498,-77.027574841,DOWNTOWN,2023/04/13 19:01:00+00,2023/04/13 20:36:00+00,334561288,
-77.0371800212297,38.9283077668095,23057725,2023/04/14 04:59:10+00,MIDNIGHT,OTHERS,THEFT/OTHER,3020 - 3099 BLOCK OF MOUNT PLEASANT STREET NW,396776.34,140047.49,1,1D,3,302,Cluster 2,002702 4,002702,Precinct 39,38.9282999743,-77.0371777244,,2023/04/14 03:33:00+00,2023/04/14 04:45:00+00,334561289,
-77.0194175926522,38.9041751383278,23058403,2023/04/15 09:01:31+00,MIDNIGHT,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF L STREET NW,398315.94,137368.09,2,2G,3,308,Cluster 8,004802 2,004802,Precinct 18,38.90416735,-77.0194153028,,2023/04/05 14:45:00+00,2023/04/05 20:00:00+00,334561290,
-76.9743815681789,38.8573122302551,23058519,2023/04/15 17:07:32+00,DAY,OTHERS,THEFT/OTHER,2700 - 2799 BLOCK OF BRUCE PLACE SE,402223.769088017,132166.082872081,8,8B,7,702,Cluster 36,007502 1,007502,Precinct 134,38.8573044495,-76.9743792954,,2023/04/15 13:17:00+00,2023/04/15 16:12:00+00,334561291,
-77.0232207460781,38.9392624096839,23058547,2023/04/15 15:05:06+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3900 - 3999 BLOCK OF 8TH STREET NW,397987.05,141263.15,4,4C,4,407,Cluster 18,002400 4,002400,Precinct 45,38.9392546144,-77.0232184529,,2023/04/14 14:00:00+00,2023/04/15 13:30:00+00,334561292,
-76.9721677835065,38.9239815110001,23058736,2023/04/15 23:56:26+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2600 - 2699 BLOCK OF 24TH STREET NE,402413.66,139566.95,5,5C,5,503,Cluster 22,011100 3,011100,Precinct 72,38.9239737169,-76.9721655072,,2023/04/15 21:52:00+00,2023/04/15 23:15:00+00,334561293,
-76.9975481839463,38.9094127395438,23058915,2023/04/16 07:46:12+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 5TH STREET NE,400212.85,137949.33,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9094049494,-76.9975459006,,2023/04/16 05:17:00+00,2023/04/16 05:19:00+00,334561294,
-77.0799396241634,38.9483648501849,23059048,2023/04/16 13:23:04+00,DAY,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,38.9483570552,-77.0799373128,,2023/04/16 12:18:00+00,2023/04/16 12:45:00+00,334561295,
-76.9509733963928,38.8926878287469,23059339,2023/04/17 03:26:33+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,3806 - 3843 BLOCK OF MINNESOTA AVENUE NE,404253.39,136093.87,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8926800402,-76.9509711286,,2023/04/16 22:32:00+00,2023/04/17 03:18:00+00,334561296,
-76.9816696720968,38.8991580196951,23059809,2023/04/17 20:34:27+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,700 - 799 BLOCK OF 16TH STREET NE,401590.26,136811.13,7,7D,5,507,Cluster 25,007901 4,007901,Precinct 81,38.899150231,-76.9816673943,,2023/04/17 19:11:00+00,2023/04/17 19:20:00+00,334561297,
-77.0062875730017,38.876489880801,23059884,2023/04/17 21:44:44+00,EVENING,OTHERS,THEFT F/AUTO,56 - 99 BLOCK OF M STREET SE,399454.61,134294.65,6,8F,1,106,Cluster 27,007202 1,007202,Precinct 131,38.8764820976,-77.0062852889,CAPITOL RIVERFRONT,2023/04/15 22:00:00+00,2023/04/16 13:30:00+00,334561298,
-76.9984538108254,38.8842785150052,23059945,2023/04/18 02:16:44+00,EVENING,OTHERS,THEFT F/AUTO,6TH STREET SE AND D STREET SE,400134.35001408,135159.23001086,6,6B,1,107,Cluster 26,006500 2,006500,Precinct 89,38.88427073,-76.9984515286,,2023/04/16 22:37:00+00,2023/04/17 22:45:00+00,334561299,
-76.9740921269616,38.8717993759368,23060537,2023/04/18 23:33:51+00,EVENING,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF MINNESOTA AVENUE SE,402248.435040039,133774.268985573,8,8A,6,607,Cluster 34,007601 1,007601,Precinct 133,38.8717915923,-76.9740898528,,2023/04/18 22:02:00+00,2023/04/18 23:17:00+00,334561300,
-76.9870474473008,38.85823765975,23061587,2023/04/21 06:59:30+00,MIDNIGHT,OTHERS,THEFT/OTHER,1436 - 1498 BLOCK OF HOWARD ROAD SE,401124.41,132268.58,8,8B,7,703,Cluster 37,007407 2,007407,Precinct 118,38.8582298795,-76.9870451703,,2023/04/20 19:49:00+00,2023/04/20 20:54:00+00,334561301,
-77.0014064514578,38.9075476686734,23061685,2023/04/21 01:11:44+00,EVENING,OTHERS,THEFT/OTHER,300 - 385 BLOCK OF FLORIDA AVENUE NE,399878.21,137742.29,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.907539879,-77.001404167,,2023/04/20 22:56:00+00,2023/04/20 23:37:00+00,334561302,
-77.037508924098,38.9096506898238,23062208,2023/04/21 22:36:25+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9096429011,-77.0375066283,,2023/04/19 21:15:00+00,2023/04/19 23:30:00+00,334561303,
-77.0145484059231,38.9421966407002,23062979,2023/04/23 07:50:18+00,MIDNIGHT,OTHERS,ROBBERY,200 - 299 BLOCK OF UPSHUR STREET NW,398738.96,141588.72,4,4C,4,407,Cluster 18,002301 2,002301,Precinct 46,38.9421888445,-77.0145461153,,2023/04/23 06:54:00+00,2023/04/23 06:57:00+00,334561304,
-77.0088922454044,38.823609088885,23063316,2023/04/24 02:15:57+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,2 - 199 BLOCK OF GALVESTON STREET SW,399228.024253237,128424.528308609,8,8D,7,708,Cluster 39,010900 1,010900,Precinct 126,38.8236013165,-77.0088899643,,2023/04/23 22:56:00+00,,334561305,
-77.0265149567119,38.9096522608238,23026797,2023/02/18 19:11:07+00,DAY,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF P STREET NW,397700.5,137976.25,2,2G,3,307,Cluster 7,004901 3,004901,Precinct 18,38.9096444717,-77.0265126643,,2023/02/16 23:30:00+00,2023/02/17 13:00:00+00,334561334,
-76.9751148317011,38.9172942137185,23027624,2023/02/20 10:11:14+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2023/02/20 06:30:00+00,2023/02/20 07:17:00+00,334561335,
-76.9476497764775,38.8966636721616,23027982,2023/02/21 02:31:28+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,2023/02/21 00:34:00+00,2023/02/21 01:45:00+00,334561336,
-76.9572994133229,38.9289108799565,23028199,2023/02/21 14:02:49+00,DAY,OTHERS,THEFT F/AUTO,3000 - 3099 BLOCK OF PINEVIEW COURT NE,403702.71,140114.65,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9289030843,-76.9572971413,,2023/02/19 12:35:00+00,2023/02/21 12:35:00+00,334561337,
-77.0194228624104,38.8998185157102,23028341,2023/02/21 18:39:01+00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF H STREET NW,398315.38,136884.47,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 143,38.8998107283,-77.0194205728,DOWNTOWN,2023/02/21 16:10:00+00,2023/02/21 16:20:00+00,334561338,
-77.0332250915373,38.9372261906989,23000618,2023/01/02 07:00:48+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1400 - 1413 BLOCK OF SPRING ROAD NW,397119.63,141037.38,4,4C,4,404,Cluster 18,002504 2,002504,Precinct 47,38.9372183962,-77.0332227954,,2023/01/02 05:08:00+00,2023/01/02 07:30:00+00,334561417,
-77.0192781040513,38.915731155561,23000846,2023/01/02 19:57:49+00,DAY,OTHERS,THEFT F/AUTO,500 - 603 BLOCK OF T STREET NW,398328.31,138650.9,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9157233649,-77.0192758136,,2023/01/01 22:30:00+00,2023/01/02 00:30:00+00,334561418,
-77.0425670809827,38.9037506489294,23001005,2023/01/03 00:48:18+00,EVENING,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF L STREET NW,396307.96,137321.65,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9037428616,-77.042564784,GOLDEN TRIANGLE,2023/01/02 15:30:00+00,2023/01/02 15:50:00+00,334561419,
-77.0203207811616,38.9463173409408,23001688,2023/01/04 06:46:58+00,MIDNIGHT,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF BUCHANAN STREET NW,398238.64,142046.25,4,4D,4,407,Cluster 18,002201 2,002201,Precinct 46,38.9463095442,-77.0203184885,,2023/01/03 14:11:00+00,2023/01/03 16:28:00+00,334561420,
-76.9902482120363,38.8912014185811,23001785,2023/01/04 13:37:47+00,DAY,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF 12TH STREET NE,400846.21,135927.77,6,6A,1,108,Cluster 26,008002 2,008002,Precinct 86,38.8911936318,-76.9902459321,,2023/01/04 03:00:00+00,2023/01/04 13:00:00+00,334561421,
-77.032096234867,38.9057069158348,23001894,2023/01/04 18:40:40+00,DAY,OTHERS,THEFT/OTHER,1300 - 1499 BLOCK OF MASSACHUSETTS AVENUE NW,397216.27,137538.44,2,2C,2,209,Cluster 8,010100 3,010100,Precinct 17,38.9056991277,-77.032093941,DOWNTOWN,2023/01/04 15:39:00+00,,334561422,
-76.993092639133,38.9284791403755,23002501,2023/01/05 18:27:33+00,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF IRVING STREET NE,400599.13,140065.88,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 73,38.9284713462,-76.993090356,,2023/01/05 16:30:00+00,,334561423,
-76.9908852990443,38.9002083058302,23002693,2023/01/05 23:16:54+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF H STREET NE,400790.84,136927.6,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,38.9002005173,-76.9908830183,,2023/01/05 22:25:00+00,2023/01/05 22:33:00+00,334561424,
-76.9375929662092,38.9021250895261,23003049,2023/01/06 19:01:12+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 45TH PLACE NE,405413.462626977,137142.189052699,7,7C,6,602,Cluster 31,007809 2,007809,Precinct 94,38.9021172982,-76.9375907017,,2022/12/30 16:53:00+00,2022/12/30 21:30:00+00,334561425,
-76.9344799042592,38.8885361398203,23003477,2023/01/07 15:52:10+00,DAY,OTHERS,THEFT/OTHER,4600 - 4699 BLOCK OF A STREET SE,405684.576067228,135633.897851299,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 104,38.8885283511,-76.9344776422,,2022/12/30 15:55:00+00,2023/01/06 16:45:00+00,334561426,
-77.0423677621623,38.9216308360012,23003734,2023/01/08 04:22:37+00,MIDNIGHT,OTHERS,THEFT/OTHER,2400 - 2499 BLOCK OF 18TH STREET NW,396326.17,139306.49,1,1C,3,303,Cluster 1,004002 1,004002,Precinct 25,38.921623045,-77.0423654641,ADAMS MORGAN,2023/01/07 22:22:00+00,2023/01/07 23:16:00+00,334561427,
-77.0121578764994,38.8954617917215,23003771,2023/01/08 00:21:19+00,EVENING,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF 1ST STREET NW,398945.51,136400.73,6,6E,1,102,Cluster 8,005900 2,005900,Precinct 1,38.8954540049,-77.0121555895,DOWNTOWN,2023/01/08 00:10:00+00,2023/01/08 00:20:00+00,334561428,
-77.0349283746161,38.9572894793565,23024613,2023/02/15 02:46:14+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1599 BLOCK OF LONGFELLOW STREET NW,396972.81,143264.64,4,4E,4,403,Cluster 18,002001 2,002001,Precinct 53,38.9572816809,-77.0349260767,,2023/02/14 08:00:00+00,2023/02/14 23:25:00+00,334561436,
-76.9594784461592,38.8689264354375,23025480,2023/02/16 08:15:56+00,MIDNIGHT,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516.724545217,133455.812729278,7,7B,6,607,Cluster 34,007604 4,007604,Precinct 109,38.8689186523,-76.9594761766,,2023/02/16 07:34:00+00,2023/02/16 08:10:00+00,334561437,
-76.9829309748184,38.8966746048705,23025605,2023/02/16 16:55:57+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,1500 - 1599 BLOCK OF F STREET NE,401480.9,136535.43,7,7D,5,507,Cluster 25,007901 3,007901,Precinct 81,38.8966668167,-76.9829286968,,2023/02/16 15:37:00+00,2023/02/16 16:27:00+00,334561438,
-76.9854943404818,38.9070756403274,23026099,2023/02/17 19:18:24+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF HOLBROOK TERRACE NE,401258.35,137689.99,5,5D,5,506,Cluster 23,008804 1,008804,Precinct 78,38.9070678502,-76.985492061,,2023/02/13 17:23:00+00,2023/02/13 21:45:00+00,334561439,
-77.0149533858837,38.9443267794623,23026136,2023/02/17 19:16:21+00,DAY,OTHERS,ROBBERY,200 - 299 BLOCK OF WEBSTER STREET NW,398703.89,141825.19,4,4C,4,407,Cluster 18,002301 2,002301,Precinct 46,38.9443189829,-77.014951095,,2023/02/17 14:50:00+00,2023/02/17 15:56:00+00,334561440,
-77.0543408432809,38.9233868289089,23026152,2023/02/17 16:25:26+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2400 - 2798 BLOCK OF CALVERT STREET NW,395288.01,139501.97,3,3C,2,204,Cluster 15,000501 3,000501,Precinct 26,38.923379038,-77.0543385414,,2023/02/17 15:00:00+00,2023/02/17 15:02:00+00,334561441,
-76.9965720413886,38.830963547719,23026419,2023/02/18 05:02:17+00,MIDNIGHT,OTHERS,THEFT/OTHER,600 - 799 BLOCK OF ATLANTIC STREET SE,400297.84,129240.89,8,8E,7,706,Cluster 39,009802 1,009802,Precinct 121,38.8309557733,-76.9965697631,,2023/02/17 22:53:00+00,2023/02/18 00:41:00+00,334561442,
-77.002774170274,38.9189930086586,23026450,2023/02/18 02:01:25+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF RHODE ISLAND AVENUE NE,399759.62,139012.82,5,5F,5,502,Cluster 21,009203 2,009203,Precinct 74,38.9189852167,-77.0027718847,,2023/02/17 23:46:00+00,,334561443,
-77.0082030479767,38.8775350962836,23026989,2023/02/19 02:59:14+00,EVENING,OTHERS,BURGLARY,1 - 47 BLOCK OF L STREET SE,399288.41,134410.69,6,8F,1,106,Cluster 27,007202 1,007202,Precinct 131,38.8775273129,-77.0082007633,CAPITOL RIVERFRONT,2023/02/19 01:44:00+00,2023/02/19 02:45:00+00,334561444,
-76.9292244786435,38.9018414289492,23027044,2023/02/19 07:36:22+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,4916 - 5066 BLOCK OF JAY STREET NE,406139.38,137111.23,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,38.9018336377,-76.929222217,,2023/02/19 04:40:00+00,2023/02/19 06:02:00+00,334561445,
-76.9949789985278,38.8820036627033,23027358,2023/02/20 02:25:00+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,500 - 699 BLOCK OF 8TH STREET SE,400435.848862357,134906.714778624,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8819958778,-76.9949767181,CAPITOL HILL,2023/02/19 21:32:00+00,2023/02/20 00:00:00+00,334561446,
-77.018672983896,38.9149000547267,23027611,2023/02/20 08:22:06+00,MIDNIGHT,OTHERS,THEFT F/AUTO,422 - 509 BLOCK OF FLORIDA AVENUE NW,398380.77,138558.63,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9148922642,-77.0186706936,,2023/02/19 03:00:00+00,2023/02/19 14:00:00+00,334561447,
-76.9348824805467,38.8910945922977,23027869,2023/02/20 21:45:18+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF 47TH STREET NE,405649.446883196,135917.880955562,7,7F,6,608,Cluster 33,007803 3,007803,Precinct 98,38.8910868031,-76.934880218,,2023/02/20 21:16:00+00,2023/02/20 21:35:00+00,334561448,
-77.0297111180325,38.9262526752947,23027941,2023/02/21 00:23:42+00,EVENING,OTHERS,ROBBERY,2800 - 2899 BLOCK OF 13TH STREET NW,397423.89,139819.12,1,1A,3,304,Cluster 2,003600 2,003600,Precinct 36,38.9262448829,-77.0297088236,,2023/02/20 23:16:00+00,2023/02/21 00:00:00+00,334561449,
-77.0627961396398,38.9045863303795,23028485,2023/02/21 23:02:04+00,EVENING,OTHERS,SEX ABUSE,1048 - 1099 BLOCK OF WISCONSIN AVENUE NW,394553.37,137415.43,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.9045785436,-77.0627938363,GEORGETOWN,2022/07/03 07:00:00+00,2022/07/03 07:15:00+00,334561450,
-77.0265952234999,38.9155796402804,23028616,2023/02/22 02:58:17+00,EVENING,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF T STREET NW,397693.73,138634.24,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 22,38.9155718499,-77.0265929307,,2023/02/21 17:00:00+00,2023/02/21 19:00:00+00,334561451,
-77.0005702033753,38.9194737246585,23028839,2023/02/22 16:07:25+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2200 - 2279 BLOCK OF 4TH STREET NE,399950.75,139066.18,5,5F,5,502,Cluster 21,008702 1,008702,Precinct 75,38.9194659326,-77.0005679185,,2023/02/22 15:20:00+00,2023/02/22 15:45:00+00,334561452,
-77.0364816337023,38.9279296377011,23028918,2023/02/22 19:14:56+00,DAY,OTHERS,THEFT/OTHER,3032 - 3099 BLOCK OF 16TH STREET NW,396836.88,140005.49,1,1A,3,302,Cluster 2,002802 3,002802,Precinct 39,38.9279218452,-77.0364793371,,2023/02/22 06:10:00+00,2023/02/22 18:36:00+00,334561453,
-77.0106095428052,38.9096463201401,23029731,2023/02/25 04:19:22+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF P STREET NW,399080.01,137975.31,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9096385304,-77.0106072554,,2023/02/24 03:00:00+00,2023/02/24 03:40:00+00,334561506,
-77.0236041628004,38.9316240137216,23029838,2023/02/24 09:31:35+00,MIDNIGHT,GUN,ROBBERY,3301 - 3399 BLOCK OF GEORGIA AVENUE NW,397953.59,140415.23,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 38,38.93161622,-77.02360187,,2023/02/24 08:17:00+00,2023/02/24 08:28:00+00,334561507,
-77.0319280664858,38.9578242569986,23029922,2023/02/24 15:55:04+00,DAY,OTHERS,THEFT F/AUTO,5600 - 5699 BLOCK OF COLORADO AVENUE NW,397232.88,143323.91,4,4E,4,403,Cluster 18,002002 2,002002,Precinct 54,38.9578164583,-77.0319257695,,2023/02/24 14:45:00+00,2023/02/24 15:00:00+00,334561508,
-77.0126184320753,38.9555984804557,23029964,2023/02/25 10:02:47+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF JEFFERSON STREET NW,398906.48,143076.42,4,4D,4,403,Cluster 18,002102 3,002102,Precinct 57,38.9555906815,-77.0126161412,,2023/02/24 15:56:00+00,2023/02/24 16:42:00+00,334561509,
-76.9836722294099,38.856242205134,23030138,2023/02/24 22:24:34+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2300 - 2329 BLOCK OF ELVANS ROAD SE,401417.400415268,132047.11723997,8,8B,7,703,Cluster 37,007407 1,007407,Precinct 118,38.8562344255,-76.9836699534,,2023/02/24 12:30:00+00,2023/02/24 21:30:00+00,334561510,
-76.9827178713525,38.9164851957761,23029136,2023/02/23 02:11:32+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,401498.97,138734.57,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9164774036,-76.9827155922,,2023/02/23 00:09:00+00,,334561511,
-76.9952043505666,38.8420253742422,23030107,2023/02/24 21:39:49+00,EVENING,OTHERS,ROBBERY,759 - 899 BLOCK OF WHEELER HILL DRIVE SE,400416.52908634,130468.833334506,8,8C,7,705,Cluster 39,009804 1,009804,Precinct 122,38.8420175979,-76.9952020722,,2023/02/24 17:30:00+00,2023/02/24 17:40:00+00,334561512,
-77.0518016668584,38.8980561578198,23030450,2023/02/25 15:11:31+00,DAY,OTHERS,THEFT/OTHER,2400 - 2448 BLOCK OF VIRGINIA AVENUE NW,395506.6,136689.93,2,2A,2,207,Cluster 5,005602 1,005602,Precinct 3,38.8980483719,-77.0517993673,,2023/02/25 14:00:00+00,2023/02/25 14:20:00+00,334561513,
-77.0557669218658,38.9368491695983,23030498,2023/02/25 18:03:39+00,DAY,OTHERS,THEFT F/AUTO,2600 - 2899 BLOCK OF QUEBEC STREET NW,395165.26,140996.48,3,3C,2,203,Cluster 15,001304 4,001304,Precinct 34,38.9368413761,-77.0557646187,,2023/02/23 23:00:00+00,2023/02/25 15:00:00+00,334561514,
-77.0318158865112,38.9306080012935,23030513,2023/02/25 18:22:21+00,DAY,OTHERS,THEFT/OTHER,1326 - 1399 BLOCK OF PARK ROAD NW,397241.55,140302.66,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 41,38.9306002081,-77.0318135912,,2023/02/25 17:29:00+00,2023/02/25 17:35:00+00,334561515,
-77.0327321588336,38.9295246790098,23030714,2023/02/26 01:41:16+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2023/02/26 00:08:00+00,2023/02/26 00:40:00+00,334561516,
-77.0553338485198,38.9263418128752,23031276,2023/02/27 03:27:07+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2700 - 2807 BLOCK OF 27TH STREET NW,395202.1,139830.05,3,3C,2,204,Cluster 15,000502 1,000502,Precinct 26,38.9263340214,-77.0553315461,,2023/02/26 21:30:00+00,2023/02/27 02:40:00+00,334561517,
-76.9996139653471,38.823355133246,23031290,2023/02/27 04:18:36+00,MIDNIGHT,OTHERS,THEFT F/AUTO,4600 - 4699 BLOCK OF 6TH STREET SE,400033.72,128396.3,8,8E,7,708,Cluster 39,009811 1,009811,Precinct 125,38.8233473605,-76.9996116866,,2023/02/26 23:00:00+00,2023/02/27 02:00:00+00,334561518,
-76.931988592416,38.8752646119169,23031707,2023/02/28 01:40:17+00,EVENING,OTHERS,BURGLARY,4700 - 4727 BLOCK OF SOUTHERN AVENUE SE,405901.81427543,134160.815417932,7,7E,6,604,Cluster 33,007707 2,007707,Precinct 106,38.8752568263,-76.9319863319,,2023/02/27 22:04:00+00,2023/02/27 23:49:00+00,334561519,
-77.0249801589222,38.9091175033537,23032042,2023/02/28 16:34:14+00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF COLUMBIA STREET NW,397833.6,137916.85,2,2G,3,307,Cluster 7,004901 3,004901,Precinct 129,38.9091097143,-77.024977867,,2023/02/26 16:30:00+00,2023/02/28 16:00:00+00,334561520,
-77.0934762945381,38.9521143255643,23032075,2023/02/28 17:49:56+00,DAY,OTHERS,THEFT F/AUTO,4700 - 4799 BLOCK OF DAVENPORT STREET NW,391897.63,142693.72,3,3E,2,202,Cluster 11,001003 2,001003,Precinct 31,38.9521065304,-77.0934739787,,2023/02/28 15:00:00+00,2023/02/28 16:50:00+00,334561521,
-77.002804379058,38.9013319699006,23032544,2023/03/01 13:50:40+00,DAY,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF I STREET NE,399756.94,137052.3,6,6C,1,104,Cluster 25,010602 3,010602,Precinct 144,38.9013241815,-77.0028020946,,2023/03/01 12:41:00+00,2023/03/01 13:30:00+00,334561522,
-76.9862686341079,38.9059648241806,23032804,2023/03/01 20:40:34+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF PENN STREET NE,401191.21,137566.67,5,5D,5,506,Cluster 23,008802 4,008802,Precinct 77,38.9059570343,-76.9862663545,,2023/03/01 18:30:00+00,,334561523,
-77.0327321588336,38.9295246790098,23032896,2023/03/02 01:33:41+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2023/03/01 22:03:00+00,2023/03/01 22:04:00+00,334561524,
-77.0253806404422,38.9413494524385,23033989,2023/03/03 21:53:32+00,EVENING,OTHERS,THEFT/OTHER,4100 - 4199 BLOCK OF GEORGIA AVENUE NW,397799.86,141494.88,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.9413416569,-77.0253783465,,2023/03/03 21:26:00+00,,334561525,
-77.0106211667441,38.900215204753,23034556,2023/03/05 04:23:40+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF H STREET NW,399078.88,136928.38,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,38.9002074169,-77.0106188799,NOMA,2023/03/04 21:11:00+00,2023/03/04 21:15:00+00,334561526,
